"BusinessEntityID","PhoneNumber","PhoneNumberTypeID","ModifiedDate"
"6716","117-555-0115","2","4/4/2014 12:00:00 AM"
"6717","394-555-0190","2","3/31/2014 12:00:00 AM"
"6718","154-555-0125","2","9/7/2013 12:00:00 AM"
"6719","1 (11) 500 555-0119","1","8/13/2011 12:00:00 AM"
"6720","834-555-0135","1","6/27/2013 12:00:00 AM"
"6721","690-555-0189","1","9/21/2013 12:00:00 AM"
"6722","833-555-0113","1","7/27/2013 12:00:00 AM"
"6723","346-555-0170","2","4/8/2014 12:00:00 AM"
"6724","1 (11) 500 555-0147","1","10/6/2013 12:00:00 AM"
"6725","698-555-0113","2","3/22/2013 12:00:00 AM"
"6726","240-555-0151","2","7/1/2013 12:00:00 AM"
"6727","810-555-0131","2","10/28/2013 12:00:00 AM"
"6728","1 (11) 500 555-0184","2","11/22/2012 12:00:00 AM"
"6729","1 (11) 500 555-0174","2","1/5/2014 12:00:00 AM"
"6730","153-555-0127","2","11/14/2013 12:00:00 AM"
"6731","1 (11) 500 555-0199","2","9/25/2013 12:00:00 AM"
"6732","321-555-0185","1","11/26/2013 12:00:00 AM"
"6733","1 (11) 500 555-0149","2","9/10/2013 12:00:00 AM"
"6734","1 (11) 500 555-0134","2","7/21/2013 12:00:00 AM"
"6735","1 (11) 500 555-0116","2","12/16/2013 12:00:00 AM"
"6736","485-555-0113","1","11/14/2013 12:00:00 AM"
"6737","515-555-0145","2","5/13/2014 12:00:00 AM"
"6738","838-555-0196","2","11/18/2013 12:00:00 AM"
"6739","118-555-0127","2","8/6/2013 12:00:00 AM"
"6740","672-555-0135","2","10/27/2013 12:00:00 AM"
"6741","1 (11) 500 555-0115","2","6/22/2012 12:00:00 AM"
"6742","581-555-0158","2","5/16/2014 12:00:00 AM"
"6743","1 (11) 500 555-0151","1","9/27/2012 12:00:00 AM"
"6744","1 (11) 500 555-0148","2","2/11/2014 12:00:00 AM"
"6745","548-555-0132","1","5/18/2014 12:00:00 AM"
"6746","479-555-0110","2","3/5/2012 12:00:00 AM"
"6747","1 (11) 500 555-0194","2","11/4/2013 12:00:00 AM"
"6748","674-555-0185","1","6/22/2014 12:00:00 AM"
"6749","123-555-0152","1","3/28/2012 12:00:00 AM"
"6750","1 (11) 500 555-0126","1","10/24/2012 12:00:00 AM"
"6751","819-555-0144","2","3/27/2013 12:00:00 AM"
"6752","1 (11) 500 555-0196","1","12/12/2012 12:00:00 AM"
"6753","1 (11) 500 555-0157","1","3/14/2014 12:00:00 AM"
"6754","787-555-0188","1","8/12/2013 12:00:00 AM"
"6755","292-555-0195","2","5/20/2012 12:00:00 AM"
"6756","1 (11) 500 555-0187","1","6/8/2013 12:00:00 AM"
"6757","1 (11) 500 555-0133","1","10/16/2013 12:00:00 AM"
"6758","1 (11) 500 555-0111","2","3/25/2014 12:00:00 AM"
"6759","1 (11) 500 555-0196","1","12/10/2013 12:00:00 AM"
"6760","1 (11) 500 555-0146","1","3/3/2013 12:00:00 AM"
"6761","1 (11) 500 555-0146","1","10/8/2013 12:00:00 AM"
"6762","231-555-0168","2","2/3/2012 12:00:00 AM"
"6763","171-555-0119","2","4/4/2013 12:00:00 AM"
"6764","1 (11) 500 555-0123","1","4/25/2012 12:00:00 AM"
"6765","115-555-0119","1","3/22/2014 12:00:00 AM"
"6766","302-555-0121","1","1/19/2012 12:00:00 AM"
"6767","166-555-0170","1","3/3/2014 12:00:00 AM"
"6768","1 (11) 500 555-0186","2","4/1/2014 12:00:00 AM"
"6769","625-555-0177","1","2/2/2014 12:00:00 AM"
"6770","1 (11) 500 555-0170","1","1/23/2013 12:00:00 AM"
"6771","1 (11) 500 555-0156","1","1/1/2014 12:00:00 AM"
"6772","662-555-0188","1","5/4/2014 12:00:00 AM"
"6773","609-555-0115","1","4/24/2014 12:00:00 AM"
"6774","579-555-0141","1","8/13/2013 12:00:00 AM"
"6775","820-555-0119","1","7/30/2013 12:00:00 AM"
"6776","235-555-0196","2","1/13/2014 12:00:00 AM"
"6777","365-555-0193","2","2/3/2014 12:00:00 AM"
"6778","115-555-0148","2","12/20/2013 12:00:00 AM"
"6779","1 (11) 500 555-0189","1","7/14/2013 12:00:00 AM"
"6780","1 (11) 500 555-0164","1","9/18/2013 12:00:00 AM"
"6781","125-555-0159","2","11/12/2013 12:00:00 AM"
"6782","1 (11) 500 555-0152","1","8/14/2013 12:00:00 AM"
"6783","1 (11) 500 555-0181","2","9/11/2012 12:00:00 AM"
"6784","933-555-0167","1","12/4/2011 12:00:00 AM"
"6785","183-555-0169","2","4/6/2014 12:00:00 AM"
"6786","1 (11) 500 555-0114","1","2/10/2014 12:00:00 AM"
"6787","366-555-0173","2","8/6/2013 12:00:00 AM"
"6788","1 (11) 500 555-0151","2","11/22/2011 12:00:00 AM"
"6789","1 (11) 500 555-0174","1","3/5/2014 12:00:00 AM"
"6790","977-555-0139","1","10/5/2013 12:00:00 AM"
"6791","1 (11) 500 555-0195","1","12/22/2012 12:00:00 AM"
"6792","107-555-0115","2","1/10/2012 12:00:00 AM"
"6793","101-555-0110","2","3/26/2012 12:00:00 AM"
"6794","355-555-0110","1","4/8/2013 12:00:00 AM"
"6795","1 (11) 500 555-0122","2","5/15/2014 12:00:00 AM"
"6796","693-555-0161","1","10/26/2012 12:00:00 AM"
"6797","602-555-0120","1","5/13/2013 12:00:00 AM"
"6798","1 (11) 500 555-0117","1","3/19/2014 12:00:00 AM"
"6799","574-555-0157","2","11/10/2011 12:00:00 AM"
"6800","916-555-0160","1","4/18/2014 12:00:00 AM"
"6801","424-555-0137","1","5/11/2014 12:00:00 AM"
"6802","1 (11) 500 555-0110","1","8/27/2011 12:00:00 AM"
"6803","1 (11) 500 555-0117","1","9/29/2011 12:00:00 AM"
"6804","1 (11) 500 555-0180","1","2/5/2014 12:00:00 AM"
"6805","818-555-0171","1","9/9/2011 12:00:00 AM"
"6806","1 (11) 500 555-0111","1","1/19/2014 12:00:00 AM"
"6807","273-555-0123","1","10/19/2013 12:00:00 AM"
"6808","121-555-0152","2","9/21/2011 12:00:00 AM"
"6809","233-555-0188","1","9/3/2013 12:00:00 AM"
"6810","1 (11) 500 555-0113","2","3/26/2012 12:00:00 AM"
"6811","1 (11) 500 555-0188","1","1/2/2014 12:00:00 AM"
"6812","241-555-0163","1","1/17/2013 12:00:00 AM"
"6813","825-555-0169","2","11/26/2013 12:00:00 AM"
"6814","1 (11) 500 555-0157","1","4/25/2013 12:00:00 AM"
"6815","612-555-0162","2","4/23/2013 12:00:00 AM"
"6816","1 (11) 500 555-0114","2","7/12/2012 12:00:00 AM"
"6817","166-555-0126","2","8/20/2011 12:00:00 AM"
"6818","1 (11) 500 555-0189","1","6/10/2014 12:00:00 AM"
"6819","1 (11) 500 555-0176","1","11/27/2011 12:00:00 AM"
"6820","345-555-0116","1","3/6/2013 12:00:00 AM"
"6821","1 (11) 500 555-0193","1","4/22/2014 12:00:00 AM"
"6822","835-555-0168","2","8/17/2013 12:00:00 AM"
"6823","114-555-0177","2","8/8/2013 12:00:00 AM"
"6824","1 (11) 500 555-0199","2","1/25/2014 12:00:00 AM"
"6825","634-555-0176","1","3/7/2014 12:00:00 AM"
"6826","1 (11) 500 555-0181","2","8/9/2012 12:00:00 AM"
"6827","583-555-0153","2","3/8/2014 12:00:00 AM"
"6828","267-555-0148","1","12/2/2013 12:00:00 AM"
"6829","1 (11) 500 555-0131","2","1/21/2014 12:00:00 AM"
"6830","1 (11) 500 555-0156","2","1/17/2013 12:00:00 AM"
"6831","1 (11) 500 555-0190","1","7/30/2012 12:00:00 AM"
"6832","1 (11) 500 555-0119","2","9/8/2013 12:00:00 AM"
"6833","1 (11) 500 555-0152","1","7/7/2013 12:00:00 AM"
"6834","677-555-0149","1","5/2/2014 12:00:00 AM"
"6835","1 (11) 500 555-0117","2","3/14/2014 12:00:00 AM"
"6836","1 (11) 500 555-0114","2","11/18/2013 12:00:00 AM"
"6837","553-555-0183","1","3/24/2014 12:00:00 AM"
"6838","348-555-0112","2","4/24/2014 12:00:00 AM"
"6839","1 (11) 500 555-0163","1","10/26/2013 12:00:00 AM"
"6840","929-555-0162","1","3/8/2014 12:00:00 AM"
"6841","938-555-0187","1","6/1/2012 12:00:00 AM"
"6842","1 (11) 500 555-0111","1","3/18/2014 12:00:00 AM"
"6843","466-555-0125","1","3/30/2014 12:00:00 AM"
"6844","1 (11) 500 555-0172","1","2/8/2014 12:00:00 AM"
"6845","1 (11) 500 555-0184","1","10/5/2013 12:00:00 AM"
"6846","999-555-0198","2","10/26/2012 12:00:00 AM"
"6847","323-555-0140","2","11/28/2013 12:00:00 AM"
"6848","675-555-0112","2","10/20/2013 12:00:00 AM"
"6849","693-555-0144","2","3/19/2014 12:00:00 AM"
"6850","627-555-0187","2","10/26/2011 12:00:00 AM"
"6851","1 (11) 500 555-0137","1","4/15/2014 12:00:00 AM"
"6852","1 (11) 500 555-0194","1","3/27/2014 12:00:00 AM"
"6853","1 (11) 500 555-0163","2","2/13/2014 12:00:00 AM"
"6854","999-555-0183","1","7/19/2013 12:00:00 AM"
"6855","211-555-0131","2","5/25/2014 12:00:00 AM"
"6856","561-555-0128","1","2/8/2014 12:00:00 AM"
"6857","817-555-0136","1","3/17/2014 12:00:00 AM"
"6858","1 (11) 500 555-0117","1","7/2/2013 12:00:00 AM"
"6859","1 (11) 500 555-0189","2","2/14/2013 12:00:00 AM"
"6860","562-555-0160","2","11/27/2013 12:00:00 AM"
"6861","127-555-0166","2","7/24/2012 12:00:00 AM"
"6862","1 (11) 500 555-0177","2","7/7/2013 12:00:00 AM"
"6863","375-555-0183","1","11/29/2011 12:00:00 AM"
"6864","1 (11) 500 555-0121","1","10/14/2013 12:00:00 AM"
"6865","1 (11) 500 555-0164","1","1/10/2014 12:00:00 AM"
"6866","331-555-0195","2","11/17/2012 12:00:00 AM"
"6867","809-555-0141","1","11/26/2013 12:00:00 AM"
"6868","257-555-0150","2","1/22/2014 12:00:00 AM"
"6869","1 (11) 500 555-0131","1","2/23/2014 12:00:00 AM"
"6870","897-555-0117","2","6/14/2014 12:00:00 AM"
"6871","296-555-0176","2","6/25/2014 12:00:00 AM"
"6872","278-555-0174","1","9/24/2013 12:00:00 AM"
"6873","554-555-0169","2","7/18/2012 12:00:00 AM"
"6874","1 (11) 500 555-0189","2","8/13/2013 12:00:00 AM"
"6875","1 (11) 500 555-0187","2","1/12/2014 12:00:00 AM"
"6876","967-555-0110","1","5/18/2013 12:00:00 AM"
"6877","685-555-0165","2","6/12/2012 12:00:00 AM"
"6878","1 (11) 500 555-0153","2","1/27/2014 12:00:00 AM"
"6879","1 (11) 500 555-0177","2","4/20/2014 12:00:00 AM"
"6880","1 (11) 500 555-0126","1","6/26/2011 12:00:00 AM"
"6881","908-555-0133","2","11/9/2013 12:00:00 AM"
"6882","828-555-0137","2","4/23/2014 12:00:00 AM"
"6883","1 (11) 500 555-0131","2","9/21/2013 12:00:00 AM"
"6884","1 (11) 500 555-0118","1","3/11/2014 12:00:00 AM"
"6885","119-555-0181","1","5/22/2012 12:00:00 AM"
"6886","1 (11) 500 555-0184","1","7/2/2013 12:00:00 AM"
"6887","1 (11) 500 555-0112","1","8/23/2013 12:00:00 AM"
"6888","171-555-0187","2","4/14/2014 12:00:00 AM"
"6889","1 (11) 500 555-0114","1","2/5/2013 12:00:00 AM"
"6890","168-555-0121","1","1/6/2014 12:00:00 AM"
"6891","988-555-0154","1","3/24/2014 12:00:00 AM"
"6892","1 (11) 500 555-0181","1","11/23/2013 12:00:00 AM"
"6893","1 (11) 500 555-0129","2","6/16/2014 12:00:00 AM"
"6894","1 (11) 500 555-0187","2","1/16/2013 12:00:00 AM"
"6895","618-555-0184","1","12/9/2013 12:00:00 AM"
"6896","1 (11) 500 555-0110","1","3/25/2012 12:00:00 AM"
"6897","1 (11) 500 555-0110","1","4/30/2014 12:00:00 AM"
"6898","521-555-0139","2","5/12/2014 12:00:00 AM"
"6899","422-555-0193","2","8/26/2013 12:00:00 AM"
"6900","474-555-0172","1","1/11/2014 12:00:00 AM"
"6901","758-555-0120","2","4/12/2014 12:00:00 AM"
"6902","258-555-0193","1","1/3/2014 12:00:00 AM"
"6903","1 (11) 500 555-0128","1","9/23/2012 12:00:00 AM"
"6904","407-555-0119","2","3/26/2014 12:00:00 AM"
"6905","1 (11) 500 555-0118","1","4/26/2012 12:00:00 AM"
"6906","398-555-0193","2","10/13/2013 12:00:00 AM"
"6907","1 (11) 500 555-0111","1","2/28/2014 12:00:00 AM"
"6908","172-555-0143","2","3/1/2014 12:00:00 AM"
"6909","248-555-0171","2","12/7/2013 12:00:00 AM"
"6910","120-555-0143","2","4/30/2014 12:00:00 AM"
"6911","624-555-0150","2","1/12/2014 12:00:00 AM"
"6912","1 (11) 500 555-0116","2","3/31/2014 12:00:00 AM"
"6913","743-555-0118","1","6/27/2014 12:00:00 AM"
"6914","426-555-0124","1","11/22/2011 12:00:00 AM"
"6915","1 (11) 500 555-0193","1","9/18/2013 12:00:00 AM"
"6916","1 (11) 500 555-0193","2","12/13/2013 12:00:00 AM"
"6917","1 (11) 500 555-0132","1","5/9/2014 12:00:00 AM"
"6918","1 (11) 500 555-0140","1","9/21/2013 12:00:00 AM"
"6919","780-555-0152","2","9/6/2013 12:00:00 AM"
"6920","1 (11) 500 555-0155","1","10/6/2011 12:00:00 AM"
"6921","839-555-0181","1","7/6/2013 12:00:00 AM"
"6922","1 (11) 500 555-0185","1","4/6/2014 12:00:00 AM"
"6923","818-555-0168","2","7/28/2013 12:00:00 AM"
"6924","872-555-0124","2","12/16/2013 12:00:00 AM"
"6925","1 (11) 500 555-0156","2","6/27/2014 12:00:00 AM"
"6926","1 (11) 500 555-0111","1","11/2/2013 12:00:00 AM"
"6927","1 (11) 500 555-0176","2","1/10/2012 12:00:00 AM"
"6928","643-555-0118","2","9/6/2013 12:00:00 AM"
"6929","822-555-0128","2","12/24/2011 12:00:00 AM"
"6930","337-555-0164","2","5/11/2014 12:00:00 AM"
"6931","119-555-0117","1","11/16/2013 12:00:00 AM"
"6932","1 (11) 500 555-0154","2","11/25/2013 12:00:00 AM"
"6933","321-555-0114","2","4/12/2014 12:00:00 AM"
"6934","1 (11) 500 555-0185","2","2/10/2014 12:00:00 AM"
"6935","1 (11) 500 555-0158","2","12/21/2013 12:00:00 AM"
"6936","1 (11) 500 555-0170","1","1/23/2014 12:00:00 AM"
"6937","1 (11) 500 555-0178","2","3/20/2013 12:00:00 AM"
"6938","286-555-0116","2","5/25/2014 12:00:00 AM"
"6939","780-555-0195","2","9/6/2013 12:00:00 AM"
"6940","321-555-0115","1","5/15/2014 12:00:00 AM"
"6941","1 (11) 500 555-0182","2","8/13/2012 12:00:00 AM"
"6942","1 (11) 500 555-0198","1","3/29/2013 12:00:00 AM"
"6943","445-555-0135","1","1/18/2013 12:00:00 AM"
"6944","457-555-0140","1","5/28/2014 12:00:00 AM"
"6945","444-555-0138","2","11/12/2012 12:00:00 AM"
"6946","1 (11) 500 555-0165","1","6/23/2011 12:00:00 AM"
"6947","1 (11) 500 555-0129","2","1/9/2014 12:00:00 AM"
"6948","182-555-0178","1","3/21/2014 12:00:00 AM"
"6949","1 (11) 500 555-0174","2","12/1/2012 12:00:00 AM"
"6950","1 (11) 500 555-0119","2","2/24/2014 12:00:00 AM"
"6951","609-555-0146","2","4/18/2014 12:00:00 AM"
"6952","1 (11) 500 555-0126","1","11/7/2013 12:00:00 AM"
"6953","1 (11) 500 555-0159","1","6/27/2011 12:00:00 AM"
"6954","369-555-0114","2","12/27/2013 12:00:00 AM"
"6955","835-555-0112","1","1/7/2014 12:00:00 AM"
"6956","1 (11) 500 555-0183","2","10/17/2013 12:00:00 AM"
"6957","214-555-0171","2","11/13/2013 12:00:00 AM"
"6958","540-555-0189","1","6/19/2014 12:00:00 AM"
"6959","1 (11) 500 555-0122","1","11/17/2012 12:00:00 AM"
"6960","1 (11) 500 555-0192","2","1/2/2012 12:00:00 AM"
"6961","1 (11) 500 555-0165","1","12/18/2013 12:00:00 AM"
"6962","331-555-0163","1","4/6/2014 12:00:00 AM"
"6963","1 (11) 500 555-0113","1","10/7/2012 12:00:00 AM"
"6964","798-555-0137","2","2/26/2014 12:00:00 AM"
"6965","783-555-0163","2","5/18/2014 12:00:00 AM"
"6966","569-555-0112","2","3/10/2014 12:00:00 AM"
"6967","524-555-0198","1","11/22/2013 12:00:00 AM"
"6968","771-555-0195","2","8/18/2013 12:00:00 AM"
"6969","308-555-0179","2","7/10/2013 12:00:00 AM"
"6970","246-555-0114","2","8/26/2013 12:00:00 AM"
"6971","1 (11) 500 555-0117","1","1/1/2014 12:00:00 AM"
"6972","493-555-0113","2","4/11/2014 12:00:00 AM"
"6973","161-555-0181","1","10/28/2011 12:00:00 AM"
"6974","1 (11) 500 555-0127","1","7/25/2013 12:00:00 AM"
"6975","272-555-0110","1","11/14/2013 12:00:00 AM"
"6976","138-555-0118","2","11/16/2013 12:00:00 AM"
"6977","1 (11) 500 555-0126","2","9/26/2013 12:00:00 AM"
"6978","1 (11) 500 555-0125","2","1/5/2014 12:00:00 AM"
"6979","249-555-0138","1","9/13/2013 12:00:00 AM"
"6980","1 (11) 500 555-0139","1","8/16/2013 12:00:00 AM"
"6981","165-555-0115","1","11/2/2013 12:00:00 AM"
"6982","551-555-0183","1","7/28/2013 12:00:00 AM"
"6983","909-555-0115","1","10/2/2013 12:00:00 AM"
"6984","1 (11) 500 555-0187","2","8/27/2013 12:00:00 AM"
"6985","1 (11) 500 555-0179","1","7/26/2013 12:00:00 AM"
"6986","181-555-0113","2","12/3/2013 12:00:00 AM"
"6987","453-555-0175","2","7/1/2013 12:00:00 AM"
"6988","114-555-0160","1","9/12/2013 12:00:00 AM"
"6989","1 (11) 500 555-0192","2","10/13/2013 12:00:00 AM"
"6990","1 (11) 500 555-0151","1","6/1/2011 12:00:00 AM"
"6991","1 (11) 500 555-0137","2","7/1/2013 12:00:00 AM"
"6992","1 (11) 500 555-0148","1","12/7/2013 12:00:00 AM"
"6993","716-555-0155","2","8/7/2013 12:00:00 AM"
"6994","1 (11) 500 555-0161","1","5/1/2014 12:00:00 AM"
"6995","1 (11) 500 555-0187","1","9/19/2012 12:00:00 AM"
"6996","1 (11) 500 555-0121","1","2/1/2013 12:00:00 AM"
"6997","157-555-0165","1","5/7/2013 12:00:00 AM"
"6998","982-555-0119","2","3/9/2014 12:00:00 AM"
"6999","844-555-0156","1","11/16/2013 12:00:00 AM"
"7000","175-555-0196","2","11/24/2013 12:00:00 AM"
"7001","1 (11) 500 555-0150","1","10/8/2012 12:00:00 AM"
"7002","1 (11) 500 555-0120","1","1/19/2012 12:00:00 AM"
"7003","1 (11) 500 555-0164","2","3/3/2014 12:00:00 AM"
"7004","1 (11) 500 555-0162","2","9/19/2013 12:00:00 AM"
"7005","1 (11) 500 555-0180","1","11/27/2013 12:00:00 AM"
"7006","1 (11) 500 555-0117","2","9/19/2013 12:00:00 AM"
"7007","458-555-0188","2","5/26/2014 12:00:00 AM"
"7008","818-555-0118","2","10/2/2013 12:00:00 AM"
"7009","1 (11) 500 555-0177","1","3/13/2014 12:00:00 AM"
"7010","1 (11) 500 555-0189","1","11/22/2012 12:00:00 AM"
"7011","1 (11) 500 555-0120","2","5/7/2014 12:00:00 AM"
"7012","579-555-0134","1","6/21/2014 12:00:00 AM"
"7013","560-555-0168","1","4/5/2014 12:00:00 AM"
"7014","1 (11) 500 555-0183","2","9/16/2013 12:00:00 AM"
"7015","1 (11) 500 555-0128","1","5/11/2012 12:00:00 AM"
"7016","375-555-0149","2","1/27/2014 12:00:00 AM"
"7017","615-555-0121","1","11/10/2013 12:00:00 AM"
"7018","120-555-0133","1","2/1/2014 12:00:00 AM"
"7019","1 (11) 500 555-0143","1","5/1/2012 12:00:00 AM"
"7020","1 (11) 500 555-0199","2","4/27/2014 12:00:00 AM"
"7021","1 (11) 500 555-0169","1","1/9/2014 12:00:00 AM"
"7022","1 (11) 500 555-0140","2","5/15/2013 12:00:00 AM"
"7023","149-555-0161","1","6/8/2012 12:00:00 AM"
"7024","136-555-0183","2","12/3/2013 12:00:00 AM"
"7025","1 (11) 500 555-0187","1","1/10/2012 12:00:00 AM"
"7026","1 (11) 500 555-0175","1","7/23/2012 12:00:00 AM"
"7027","377-555-0185","2","2/23/2012 12:00:00 AM"
"7028","1 (11) 500 555-0173","1","4/22/2013 12:00:00 AM"
"7029","259-555-0187","1","8/15/2013 12:00:00 AM"
"7030","193-555-0178","2","7/12/2013 12:00:00 AM"
"7031","1 (11) 500 555-0180","2","2/4/2012 12:00:00 AM"
"7032","159-555-0168","1","12/28/2013 12:00:00 AM"
"7033","273-555-0159","1","6/19/2014 12:00:00 AM"
"7034","1 (11) 500 555-0132","2","11/1/2013 12:00:00 AM"
"7035","743-555-0146","2","5/29/2013 12:00:00 AM"
"7036","373-555-0180","1","11/5/2013 12:00:00 AM"
"7037","1 (11) 500 555-0176","2","6/2/2013 12:00:00 AM"
"7038","373-555-0150","1","2/8/2014 12:00:00 AM"
"7039","914-555-0183","2","11/27/2013 12:00:00 AM"
"7040","171-555-0166","1","11/9/2013 12:00:00 AM"
"7041","713-555-0192","1","2/25/2014 12:00:00 AM"
"7042","1 (11) 500 555-0187","1","1/3/2013 12:00:00 AM"
"7043","756-555-0120","2","7/25/2013 12:00:00 AM"
"7044","603-555-0152","1","12/13/2013 12:00:00 AM"
"7045","849-555-0134","1","7/15/2012 12:00:00 AM"
"7046","1 (11) 500 555-0126","2","3/10/2013 12:00:00 AM"
"7047","523-555-0115","1","5/5/2014 12:00:00 AM"
"7048","301-555-0188","2","12/25/2011 12:00:00 AM"
"7049","558-555-0139","2","7/9/2013 12:00:00 AM"
"7050","924-555-0122","1","4/3/2014 12:00:00 AM"
"7051","1 (11) 500 555-0111","1","3/12/2013 12:00:00 AM"
"7052","641-555-0162","1","9/24/2013 12:00:00 AM"
"7053","1 (11) 500 555-0182","1","5/12/2013 12:00:00 AM"
"7054","151-555-0172","1","11/21/2013 12:00:00 AM"
"7055","1 (11) 500 555-0139","1","1/5/2012 12:00:00 AM"
"7056","538-555-0190","2","3/12/2013 12:00:00 AM"
"7057","452-555-0128","1","3/1/2014 12:00:00 AM"
"7058","850-555-0189","1","2/1/2013 12:00:00 AM"
"7059","1 (11) 500 555-0186","2","9/23/2013 12:00:00 AM"
"7060","1 (11) 500 555-0189","1","5/13/2014 12:00:00 AM"
"7061","994-555-0149","1","11/25/2013 12:00:00 AM"
"7062","1 (11) 500 555-0132","2","10/10/2012 12:00:00 AM"
"7063","1 (11) 500 555-0176","1","2/18/2014 12:00:00 AM"
"7064","162-555-0133","1","5/14/2014 12:00:00 AM"
"7065","1 (11) 500 555-0173","1","12/17/2011 12:00:00 AM"
"7066","833-555-0117","2","12/22/2013 12:00:00 AM"
"7067","364-555-0113","2","2/13/2014 12:00:00 AM"
"7068","833-555-0112","1","10/9/2013 12:00:00 AM"
"7069","1 (11) 500 555-0194","1","7/17/2013 12:00:00 AM"
"7070","1 (11) 500 555-0110","1","9/19/2013 12:00:00 AM"
"7071","1 (11) 500 555-0153","1","8/1/2012 12:00:00 AM"
"7072","397-555-0181","2","2/2/2014 12:00:00 AM"
"7073","126-555-0191","1","2/8/2014 12:00:00 AM"
"7074","1 (11) 500 555-0163","2","12/22/2013 12:00:00 AM"
"7075","131-555-0196","2","10/30/2013 12:00:00 AM"
"7076","1 (11) 500 555-0112","1","1/8/2014 12:00:00 AM"
"7077","974-555-0179","2","8/19/2011 12:00:00 AM"
"7078","979-555-0111","2","5/15/2014 12:00:00 AM"
"7079","700-555-0195","1","9/29/2013 12:00:00 AM"
"7080","1 (11) 500 555-0147","2","6/12/2014 12:00:00 AM"
"7081","1 (11) 500 555-0113","1","6/25/2014 12:00:00 AM"
"7082","1 (11) 500 555-0115","2","1/14/2014 12:00:00 AM"
"7083","1 (11) 500 555-0159","1","7/13/2013 12:00:00 AM"
"7084","113-555-0188","1","4/17/2014 12:00:00 AM"
"7085","1 (11) 500 555-0196","2","1/13/2012 12:00:00 AM"
"7086","268-555-0160","2","1/26/2014 12:00:00 AM"
"7087","270-555-0131","2","5/22/2014 12:00:00 AM"
"7088","1 (11) 500 555-0161","1","10/3/2013 12:00:00 AM"
"7089","352-555-0115","1","7/27/2013 12:00:00 AM"
"7090","390-555-0145","1","12/31/2011 12:00:00 AM"
"7091","125-555-0155","1","5/21/2013 12:00:00 AM"
"7092","552-555-0118","1","2/15/2014 12:00:00 AM"
"7093","396-555-0181","2","10/26/2013 12:00:00 AM"
"7094","1 (11) 500 555-0124","2","8/6/2013 12:00:00 AM"
"7095","1 (11) 500 555-0149","1","3/11/2012 12:00:00 AM"
"7096","1 (11) 500 555-0127","1","10/23/2013 12:00:00 AM"
"7097","754-555-0159","2","7/20/2013 12:00:00 AM"
"7098","1 (11) 500 555-0178","1","3/3/2014 12:00:00 AM"
"7099","631-555-0118","1","9/24/2013 12:00:00 AM"
"7100","1 (11) 500 555-0113","2","4/13/2013 12:00:00 AM"
"7101","1 (11) 500 555-0125","2","6/18/2013 12:00:00 AM"
"7102","678-555-0139","2","9/13/2012 12:00:00 AM"
"7103","1 (11) 500 555-0178","2","1/26/2014 12:00:00 AM"
"7104","193-555-0135","2","10/3/2013 12:00:00 AM"
"7105","1 (11) 500 555-0114","2","10/29/2013 12:00:00 AM"
"7106","1 (11) 500 555-0134","1","12/3/2012 12:00:00 AM"
"7107","1 (11) 500 555-0112","2","8/17/2012 12:00:00 AM"
"7108","675-555-0149","2","12/13/2013 12:00:00 AM"
"7109","402-555-0181","2","6/3/2014 12:00:00 AM"
"7110","1 (11) 500 555-0123","1","2/8/2014 12:00:00 AM"
"7111","952-555-0171","2","6/7/2014 12:00:00 AM"
"7112","1 (11) 500 555-0110","1","12/3/2011 12:00:00 AM"
"7113","632-555-0172","1","4/17/2012 12:00:00 AM"
"7114","507-555-0147","1","5/6/2013 12:00:00 AM"
"7115","1 (11) 500 555-0120","2","2/8/2012 12:00:00 AM"
"7116","680-555-0114","1","5/13/2014 12:00:00 AM"
"7117","1 (11) 500 555-0182","1","6/11/2012 12:00:00 AM"
"7118","806-555-0198","1","1/29/2014 12:00:00 AM"
"7119","863-555-0120","2","11/25/2013 12:00:00 AM"
"7120","356-555-0116","2","9/26/2013 12:00:00 AM"
"7121","191-555-0146","1","3/23/2014 12:00:00 AM"
"7122","1 (11) 500 555-0151","2","8/12/2013 12:00:00 AM"
"7123","1 (11) 500 555-0130","1","5/14/2013 12:00:00 AM"
"7124","359-555-0158","2","7/18/2013 12:00:00 AM"
"7125","120-555-0113","1","10/31/2013 12:00:00 AM"
"7126","733-555-0149","1","8/10/2011 12:00:00 AM"
"7127","439-555-0197","1","1/13/2014 12:00:00 AM"
"7128","1 (11) 500 555-0198","2","2/14/2012 12:00:00 AM"
"7129","868-555-0191","2","6/13/2014 12:00:00 AM"
"7130","803-555-0126","1","11/18/2013 12:00:00 AM"
"7131","1 (11) 500 555-0186","1","6/23/2012 12:00:00 AM"
"7132","1 (11) 500 555-0145","1","8/2/2013 12:00:00 AM"
"7133","1 (11) 500 555-0143","2","9/17/2013 12:00:00 AM"
"7134","194-555-0172","1","9/9/2013 12:00:00 AM"
"7135","779-555-0162","2","10/27/2013 12:00:00 AM"
"7136","1 (11) 500 555-0124","1","3/2/2014 12:00:00 AM"
"7137","1 (11) 500 555-0140","1","10/10/2012 12:00:00 AM"
"7138","166-555-0174","2","10/15/2013 12:00:00 AM"
"7139","173-555-0120","1","10/28/2013 12:00:00 AM"
"7140","1 (11) 500 555-0165","1","11/13/2013 12:00:00 AM"
"7141","1 (11) 500 555-0145","1","8/30/2011 12:00:00 AM"
