"BusinessEntityID","NationalIDNumber","LoginID","OrganizationNode","OrganizationLevel","JobTitle","BirthDate","MaritalStatus","Gender","HireDate","SalariedFlag","VacationHours","SickLeaveHours","CurrentFlag","rowguid","ModifiedDate"
"110","857651804","adventure-works\jun0","/3/1/11/2/","4","Production Technician - WC50","7/6/1979 12:00:00 AM","S","M","12/14/2008 12:00:00 AM","False","90","65","True","9c5f84d1-fb96-4d82-92a1-f932903deaad","6/30/2014 12:00:00 AM"
"111","415823523","adventure-works\suroor0","/3/1/11/3/","4","Production Technician - WC50","2/25/1978 12:00:00 AM","S","M","12/17/2008 12:00:00 AM","False","93","66","True","14010b0e-c101-4e41-b788-21923399e512","6/30/2014 12:00:00 AM"
"112","981597097","adventure-works\john1","/3/1/11/4/","4","Production Technician - WC50","5/31/1978 12:00:00 AM","S","M","1/1/2009 12:00:00 AM","False","91","65","True","b6998410-ee0f-4307-9e6e-fe348f11012d","6/30/2014 12:00:00 AM"
"113","54759846","adventure-works\linda0","/3/1/11/5/","4","Production Technician - WC50","7/17/1987 12:00:00 AM","M","F","12/25/2008 12:00:00 AM","False","96","68","True","fb84759c-b687-43b2-8727-125efe0f5e13","6/30/2014 12:00:00 AM"
"114","342607223","adventure-works\mindaugas0","/3/1/11/6/","4","Production Technician - WC50","5/7/1978 12:00:00 AM","M","M","1/13/2009 12:00:00 AM","False","97","68","True","1d784088-dacb-4185-9f60-3d2db4925ba5","6/30/2014 12:00:00 AM"
"115","563680513","adventure-works\angela0","/3/1/11/7/","4","Production Technician - WC50","5/31/1991 12:00:00 AM","S","F","1/20/2009 12:00:00 AM","False","92","66","True","4958e1c3-c872-4222-954e-09d2060ea7ef","6/30/2014 12:00:00 AM"
"116","398737566","adventure-works\michael2","/3/1/11/8/","4","Production Technician - WC50","5/3/1974 12:00:00 AM","S","M","1/31/2009 12:00:00 AM","False","98","69","True","c6eb2566-cf28-4602-9a25-5b91c8728838","6/30/2014 12:00:00 AM"
"117","599942664","adventure-works\chad0","/3/1/11/9/","4","Production Technician - WC50","8/4/1990 12:00:00 AM","M","M","2/18/2009 12:00:00 AM","False","99","69","True","83a32d4c-4725-478f-9997-91739bb957ba","6/30/2014 12:00:00 AM"
"118","222400012","adventure-works\don0","/3/1/11/10/","4","Production Technician - WC50","6/13/1971 12:00:00 AM","M","M","2/13/2009 12:00:00 AM","False","88","64","True","e720053d-922e-4c91-b81a-a1ca4ef8bb0e","6/30/2014 12:00:00 AM"
"119","334834274","adventure-works\michael4","/3/1/11/11/","4","Production Technician - WC50","6/15/1989 12:00:00 AM","S","M","2/25/2009 12:00:00 AM","False","94","67","True","eb27c026-9470-4450-8d5e-1f38a41793b5","6/30/2014 12:00:00 AM"
"120","211789056","adventure-works\kitti0","/3/1/11/12/","4","Production Technician - WC50","6/6/1987 12:00:00 AM","S","F","3/4/2009 12:00:00 AM","False","89","64","True","49a05524-fa34-45b1-95bc-489901dc5b50","6/30/2014 12:00:00 AM"
"121","521265716","adventure-works\pilar0","/3/1/12/","3","Shipping and Receiving Supervisor","9/9/1972 12:00:00 AM","S","M","1/2/2009 12:00:00 AM","True","93","66","True","01bcce22-d63a-4c3f-9ba8-d3d5a4c3bd52","6/30/2014 12:00:00 AM"
"122","586486572","adventure-works\susan0","/3/1/12/1/","4","Stocker","2/17/1978 12:00:00 AM","S","F","12/7/2008 12:00:00 AM","False","97","68","True","923ecfd6-e202-429a-9141-6cb183531439","6/30/2014 12:00:00 AM"
"123","337752649","adventure-works\vamsi0","/3/1/12/2/","4","Shipping and Receiving Clerk","3/18/1977 12:00:00 AM","M","M","12/7/2008 12:00:00 AM","False","95","67","True","a8838ab2-99de-415c-8675-d82ebf1c4752","6/30/2014 12:00:00 AM"
"124","420776180","adventure-works\kim0","/3/1/12/3/","4","Stocker","4/30/1984 12:00:00 AM","S","F","12/26/2008 12:00:00 AM","False","98","69","True","6150f197-7923-40d4-84f2-936207d468ab","6/30/2014 12:00:00 AM"
"125","584205124","adventure-works\matthias0","/3/1/12/4/","4","Shipping and Receiving Clerk","11/11/1973 12:00:00 AM","M","M","1/20/2009 12:00:00 AM","False","94","67","True","54ed63dc-c62c-4cc7-89c2-015df49c49a5","6/30/2014 12:00:00 AM"
"126","652779496","adventure-works\jimmy0","/3/1/12/5/","4","Stocker","5/4/1985 12:00:00 AM","M","M","2/26/2009 12:00:00 AM","False","96","68","True","96442787-9520-4955-a457-38afddb6ff13","6/30/2014 12:00:00 AM"
"127","750905084","adventure-works\david4","/3/1/13/","3","Production Supervisor - WC40","7/2/1983 12:00:00 AM","S","M","1/3/2009 12:00:00 AM","False","73","56","True","516538e8-115b-44f4-aa7b-e6c1d9f8adfc","6/30/2014 12:00:00 AM"
"128","384162788","adventure-works\paul0","/3/1/13/1/","4","Production Technician - WC40","11/13/1980 12:00:00 AM","S","M","12/4/2008 12:00:00 AM","False","68","54","True","0217049e-1566-42b6-8027-41b751e2b00b","6/30/2014 12:00:00 AM"
"129","502058701","adventure-works\gary0","/3/1/13/2/","4","Production Technician - WC40","5/16/1988 12:00:00 AM","S","M","12/22/2008 12:00:00 AM","False","69","54","True","a03d6052-1f85-4ebe-aac9-b67cfdcd91a6","6/30/2014 12:00:00 AM"
"130","578953538","adventure-works\rob1","/3/1/13/3/","4","Production Technician - WC40","8/4/1973 12:00:00 AM","S","M","2/13/2009 12:00:00 AM","False","71","55","True","54fda597-6822-42b4-b128-63eca03071f2","6/30/2014 12:00:00 AM"
"131","273260055","adventure-works\baris0","/3/1/13/4/","4","Production Technician - WC40","10/7/1990 12:00:00 AM","S","M","2/15/2009 12:00:00 AM","False","72","56","True","232d68bf-df58-48f9-9235-53bd4b009b4b","6/30/2014 12:00:00 AM"
"132","1300049","adventure-works\nicole0","/3/1/13/5/","4","Production Technician - WC40","4/9/1986 12:00:00 AM","M","F","2/22/2009 12:00:00 AM","False","67","53","True","15671e3b-016f-41fd-840b-5a9f7d776d9a","6/30/2014 12:00:00 AM"
"133","830150469","adventure-works\michael1","/3/1/13/6/","4","Production Technician - WC40","1/4/1991 12:00:00 AM","S","M","1/10/2009 12:00:00 AM","False","70","55","True","416bf905-7d6c-4692-8fd6-40f6c4f9ecc4","6/30/2014 12:00:00 AM"
"134","45615666","adventure-works\eric0","/3/1/14/","3","Production Supervisor - WC20","1/19/1985 12:00:00 AM","M","M","1/14/2009 12:00:00 AM","False","40","40","True","2abcf39b-88d7-49fa-820a-83d223322ba5","6/30/2014 12:00:00 AM"
"135","964089218","adventure-works\ivo0","/3/1/14/1/","4","Production Technician - WC20","1/3/1982 12:00:00 AM","M","M","12/4/2008 12:00:00 AM","False","9","24","True","d83a26f3-7ea7-477b-a5bb-7eaadfc13a09","6/30/2014 12:00:00 AM"
"136","701156975","adventure-works\sylvester0","/3/1/14/2/","4","Production Technician - WC20","11/12/1970 12:00:00 AM","M","M","12/11/2009 12:00:00 AM","False","4","22","True","d9c43d08-3882-4e5c-bdf0-f6bd7004cd04","6/30/2014 12:00:00 AM"
"137","63761469","adventure-works\anibal0","/3/1/14/3/","4","Production Technician - WC20","9/5/1974 12:00:00 AM","S","F","2/23/2009 12:00:00 AM","False","8","24","True","bc18a829-f0ce-4eaf-9785-2d84c86f925a","6/30/2014 12:00:00 AM"
"138","25011600","adventure-works\samantha0","/3/1/14/4/","4","Production Technician - WC20","11/22/1987 12:00:00 AM","M","F","2/4/2009 12:00:00 AM","False","7","23","True","1629eddd-d0ae-4cb9-a59c-3a175f7027e5","6/30/2014 12:00:00 AM"
"139","113393530","adventure-works\hung-fu0","/3/1/14/5/","4","Production Technician - WC20","10/23/1971 12:00:00 AM","S","M","1/6/2010 12:00:00 AM","False","0","20","True","065d8d5f-9504-4ffe-98dc-e69677f19f15","6/30/2014 12:00:00 AM"
"140","339233463","adventure-works\prasanna0","/3/1/14/6/","4","Production Technician - WC20","4/30/1953 12:00:00 AM","M","M","1/22/2010 12:00:00 AM","False","5","22","True","72ed240a-0fd8-4423-8a49-9078ba6bcf6c","6/30/2014 12:00:00 AM"
"141","872923042","adventure-works\min0","/3/1/14/7/","4","Production Technician - WC20","9/10/1974 12:00:00 AM","M","M","1/24/2010 12:00:00 AM","False","1","20","True","cc75c35d-1566-43fa-b2e9-d1e508efdcd1","6/30/2014 12:00:00 AM"
"142","163347032","adventure-works\olinda0","/3/1/14/8/","4","Production Technician - WC20","4/4/1970 12:00:00 AM","S","F","3/4/2010 12:00:00 AM","False","3","21","True","6456cec3-9b1e-4ebc-9fd8-732b93363f65","6/30/2014 12:00:00 AM"
"143","56772045","adventure-works\krishna0","/3/1/14/9/","4","Production Technician - WC20","9/5/1971 12:00:00 AM","S","M","2/13/2010 12:00:00 AM","False","2","21","True","42a506a5-0ac0-4148-b702-bb7b804ef98c","6/30/2014 12:00:00 AM"
"144","886023130","adventure-works\paul1","/3/1/14/10/","4","Production Technician - WC20","11/4/1990 12:00:00 AM","M","M","1/17/2009 12:00:00 AM","False","6","23","True","dc5ba622-b860-41ee-af92-5feb4779b589","6/30/2014 12:00:00 AM"
"145","386315192","adventure-works\cynthia0","/3/1/15/","3","Production Supervisor - WC30","8/18/1981 12:00:00 AM","S","F","1/27/2009 12:00:00 AM","False","69","54","True","f9e1dc46-0d03-4a8a-b693-1a964bc13e6c","6/30/2014 12:00:00 AM"
"146","160739235","adventure-works\jianshuo0","/3/1/15/1/","4","Production Technician - WC30","6/25/1989 12:00:00 AM","S","M","12/7/2008 12:00:00 AM","False","36","38","True","6fff136a-9664-4eb9-9243-fac76e21b9dd","6/30/2014 12:00:00 AM"
"147","604664374","adventure-works\sandra0","/3/1/15/2/","4","Production Technician - WC30","11/5/1975 12:00:00 AM","M","F","12/26/2008 12:00:00 AM","False","37","38","True","f69f3ff9-e1e0-4419-a6bf-f705e1556160","6/30/2014 12:00:00 AM"
"148","733022683","adventure-works\jason0","/3/1/15/3/","4","Production Technician - WC30","12/7/1988 12:00:00 AM","S","M","1/14/2009 12:00:00 AM","False","38","39","True","c16c501d-942d-4eb0-b5c4-ef8119fbeba2","6/30/2014 12:00:00 AM"
"149","764853868","adventure-works\andy0","/3/1/15/4/","4","Production Technician - WC30","10/20/1983 12:00:00 AM","M","M","1/31/2009 12:00:00 AM","False","39","39","True","615a6bfe-3046-4037-9764-238535f725be","6/30/2014 12:00:00 AM"
"150","878395493","adventure-works\michael5","/3/1/15/5/","4","Production Technician - WC30","9/18/1982 12:00:00 AM","M","M","2/26/2009 12:00:00 AM","False","35","37","True","2b0876d4-8996-4e71-a613-be2e98e7accf","6/30/2014 12:00:00 AM"
"151","993310268","adventure-works\rostislav0","/3/1/15/6/","4","Production Technician - WC30","9/13/1977 12:00:00 AM","M","M","2/19/2009 12:00:00 AM","False","40","40","True","00027a8c-c2f8-4a31-aba8-8a203638b8f1","6/30/2014 12:00:00 AM"
"152","319472946","adventure-works\yuhong0","/3/1/16/","3","Production Supervisor - WC20","4/6/1977 12:00:00 AM","M","M","2/1/2009 12:00:00 AM","False","41","40","True","f1a684f4-02db-4b22-8977-6d8d3a21100e","6/30/2014 12:00:00 AM"
"153","568596888","adventure-works\hanying0","/3/1/16/1/","4","Production Technician - WC20","10/16/1974 12:00:00 AM","S","M","12/16/2008 12:00:00 AM","False","15","27","True","618b71bc-6e8c-492d-8862-b9efb7a4e06a","6/30/2014 12:00:00 AM"
"154","97728960","adventure-works\raymond0","/3/1/16/2/","4","Production Technician - WC20","3/2/1967 12:00:00 AM","M","M","12/23/2008 12:00:00 AM","False","10","25","True","9f01e1fb-b893-40cc-9f5c-aaf89f9b7af5","6/30/2014 12:00:00 AM"
"155","212801092","adventure-works\fadi0","/3/1/16/3/","4","Production Technician - WC20","2/15/1989 12:00:00 AM","S","M","1/4/2009 12:00:00 AM","False","16","28","True","9923376f-26d0-4845-9d99-cc3d696caeb8","6/30/2014 12:00:00 AM"
"156","322160340","adventure-works\lane0","/3/1/16/4/","4","Production Technician - WC20","9/23/1974 12:00:00 AM","M","M","1/11/2009 12:00:00 AM","False","11","25","True","042427b8-3883-4a87-a6a3-724ee1690f49","6/30/2014 12:00:00 AM"
"157","812797414","adventure-works\linda1","/3/1/16/5/","4","Production Technician - WC20","10/5/1977 12:00:00 AM","S","F","2/3/2009 12:00:00 AM","False","12","26","True","f963f913-449e-4ebb-bfda-fc0c3010db65","6/30/2014 12:00:00 AM"
"158","300946911","adventure-works\shelley0","/3/1/16/6/","4","Production Technician - WC20","12/8/1986 12:00:00 AM","S","F","3/7/2009 12:00:00 AM","False","14","27","True","13942056-2930-4490-83ce-af2386d5a5e7","6/30/2014 12:00:00 AM"
"159","404159499","adventure-works\terrence0","/3/1/16/7/","4","Production Technician - WC20","12/8/1984 12:00:00 AM","S","M","2/16/2009 12:00:00 AM","False","13","26","True","4da76442-5eef-41fb-ae19-16c55714f9ad","6/30/2014 12:00:00 AM"
"160","712885347","adventure-works\jeff0","/3/1/17/","3","Production Supervisor - WC45","1/15/1977 12:00:00 AM","M","M","1/21/2009 12:00:00 AM","False","74","57","True","7c7d459e-1f49-427d-9bd5-de31880c85dc","6/30/2014 12:00:00 AM"
"161","275962311","adventure-works\kirk0","/3/1/17/1/","4","Production Technician - WC45","2/6/1985 12:00:00 AM","S","M","12/15/2008 12:00:00 AM","False","74","57","True","08d25baa-167b-499c-8b51-31dcc856a8cf","6/30/2014 12:00:00 AM"
"162","514829225","adventure-works\laura0","/3/1/17/2/","4","Production Technician - WC45","12/25/1980 12:00:00 AM","S","F","1/3/2009 12:00:00 AM","False","75","57","True","fccd65ba-2702-4409-ae56-75af1710ac78","6/30/2014 12:00:00 AM"
"163","377784364","adventure-works\alex0","/3/1/17/3/","4","Production Technician - WC45","4/13/1990 12:00:00 AM","M","M","2/8/2009 12:00:00 AM","False","77","58","True","b96bc9c2-5a25-4a9b-887a-c7c10e47b80c","6/30/2014 12:00:00 AM"
"164","65848458","adventure-works\andrew1","/3/1/17/4/","4","Production Technician - WC45","9/24/1988 12:00:00 AM","S","M","3/6/2009 12:00:00 AM","False","73","56","True","a2a2cf20-4e5c-45f7-a7bd-1b94f0c3a43a","6/30/2014 12:00:00 AM"
"165","539490372","adventure-works\chris0","/3/1/17/5/","4","Production Technician - WC45","12/16/1988 12:00:00 AM","M","M","1/22/2009 12:00:00 AM","False","76","58","True","300223f3-5587-4230-909b-d9c4afd6d683","6/30/2014 12:00:00 AM"
"166","60114406","adventure-works\jack0","/3/1/18/","3","Production Supervisor - WC30","6/22/1983 12:00:00 AM","S","M","2/21/2009 12:00:00 AM","False","68","54","True","69a47230-70ee-48fd-ac15-c39f3712ff14","6/30/2014 12:00:00 AM"
"167","498138869","adventure-works\david1","/3/1/18/1/","4","Production Technician - WC30","11/2/1979 12:00:00 AM","S","M","12/2/2008 12:00:00 AM","False","25","32","True","ed7ee92e-a9d0-4e3a-8dee-4b143e459f7e","6/30/2014 12:00:00 AM"
"168","271438431","adventure-works\garrett0","/3/1/18/2/","4","Production Technician - WC30","8/25/1984 12:00:00 AM","S","M","12/7/2008 12:00:00 AM","False","34","37","True","a6f5f72f-aa03-41b7-8b6e-b123bd360753","6/30/2014 12:00:00 AM"
"169","351069889","adventure-works\susan1","/3/1/18/3/","4","Production Technician - WC30","4/2/1983 12:00:00 AM","S","F","12/14/2008 12:00:00 AM","False","31","35","True","f73d75d5-b47b-46ee-ad11-7bf13dd6c55d","6/30/2014 12:00:00 AM"
"170","476115505","adventure-works\george0","/3/1/18/4/","4","Production Technician - WC30","4/16/1977 12:00:00 AM","M","M","12/21/2008 12:00:00 AM","False","26","33","True","01b119a2-2af3-4775-818e-b421fecb07a7","6/30/2014 12:00:00 AM"
"171","746373306","adventure-works\david3","/3/1/18/5/","4","Production Technician - WC30","8/3/1981 12:00:00 AM","S","M","1/2/2009 12:00:00 AM","False","32","36","True","84c358d4-2493-452c-b7d6-b212c893a009","6/30/2014 12:00:00 AM"
"172","364818297","adventure-works\marc0","/3/1/18/6/","4","Production Technician - WC30","10/24/1986 12:00:00 AM","M","M","1/16/2009 12:00:00 AM","False","22","31","True","1f151abc-db4a-431a-8a5d-15f46c5b8ffc","6/30/2014 12:00:00 AM"
"173","87268837","adventure-works\eugene0","/3/1/18/7/","4","Production Technician - WC30","7/15/1987 12:00:00 AM","S","M","1/21/2009 12:00:00 AM","False","33","36","True","1ba1d374-18ae-48ed-938f-6f5d2eec4d4d","6/30/2014 12:00:00 AM"
"174","585408256","adventure-works\benjamin0","/3/1/18/8/","4","Production Technician - WC30","1/5/1986 12:00:00 AM","S","M","1/27/2009 12:00:00 AM","False","28","34","True","f1a6f824-895b-4a0f-af1b-05fba703e69f","6/30/2014 12:00:00 AM"
"175","259388196","adventure-works\reed0","/3/1/18/9/","4","Production Technician - WC30","1/8/1989 12:00:00 AM","M","M","2/2/2009 12:00:00 AM","False","23","31","True","b3967c00-7014-4960-af15-b1a6d3094f6f","6/30/2014 12:00:00 AM"
"176","860123571","adventure-works\david7","/3/1/18/10/","4","Production Technician - WC30","9/23/1985 12:00:00 AM","M","M","2/14/2009 12:00:00 AM","False","29","34","True","85afb689-7eab-41a8-b154-9446195d5bde","6/30/2014 12:00:00 AM"
"177","551346974","adventure-works\russell1","/3/1/18/11/","4","Production Technician - WC30","2/11/1982 12:00:00 AM","M","M","2/21/2009 12:00:00 AM","False","24","32","True","d54c7989-2675-4ef3-b392-370a8d264b2b","6/30/2014 12:00:00 AM"
"178","568626529","adventure-works\john3","/3/1/18/12/","4","Production Technician - WC30","3/24/1982 12:00:00 AM","S","M","3/3/2009 12:00:00 AM","False","27","33","True","96c7eab1-6dea-4c59-afd8-923f0e8de1f6","6/30/2014 12:00:00 AM"
"179","587567941","adventure-works\jan0","/3/1/18/13/","4","Production Technician - WC30","11/15/1974 12:00:00 AM","S","M","3/5/2009 12:00:00 AM","False","30","35","True","975f827d-be71-4eb1-8dbf-e6c451d1fad5","6/30/2014 12:00:00 AM"
"180","862951447","adventure-works\katie0","/3/1/19/","3","Production Supervisor - WC20","11/18/1984 12:00:00 AM","S","F","2/20/2009 12:00:00 AM","False","42","41","True","5be8b211-cbe5-45d8-84fd-23f36a881473","6/30/2014 12:00:00 AM"
"181","545337468","adventure-works\michael0","/3/1/19/1/","4","Production Technician - WC20","11/17/1984 12:00:00 AM","S","M","12/9/2008 12:00:00 AM","False","20","30","True","4fd6fe82-535a-4dd1-beb1-154a8b5e42f0","6/30/2014 12:00:00 AM"
"182","368920189","adventure-works\nitin0","/3/1/19/2/","4","Production Technician - WC20","12/1/1986 12:00:00 AM","S","M","12/28/2008 12:00:00 AM","False","21","30","True","ebbc6787-3f2d-4f6b-9ea3-4def02ef382e","6/30/2014 12:00:00 AM"
"183","969985265","adventure-works\barbara0","/3/1/19/3/","4","Production Technician - WC20","7/2/1979 12:00:00 AM","M","F","1/22/2009 12:00:00 AM","False","17","28","True","045c9cbb-3448-4599-9fa9-6c7a9f82f832","6/30/2014 12:00:00 AM"
"184","305522471","adventure-works\john2","/3/1/19/4/","4","Production Technician - WC20","4/5/1986 12:00:00 AM","M","M","2/9/2009 12:00:00 AM","False","18","29","True","bab69951-28ad-4bca-b5ac-032746d0cc6f","6/30/2014 12:00:00 AM"
"185","621932914","adventure-works\stefen0","/3/1/19/5/","4","Production Technician - WC20","12/21/1975 12:00:00 AM","S","M","2/28/2009 12:00:00 AM","False","19","29","True","b9eebf9f-f694-4bc2-98ec-9b4fb0379edf","6/30/2014 12:00:00 AM"
"186","551834634","adventure-works\shane0","/3/1/20/","3","Production Supervisor - WC45","5/24/1990 12:00:00 AM","S","M","2/8/2009 12:00:00 AM","False","75","57","True","2625c358-672a-4000-ad67-b8cd3f318285","6/30/2014 12:00:00 AM"
"187","713403643","adventure-works\yvonne0","/3/1/20/1/","4","Production Technician - WC45","4/15/1989 12:00:00 AM","M","F","12/9/2008 12:00:00 AM","False","79","59","True","83c6dabf-fd7d-4f5b-bb22-eb7eebb9a772","6/30/2014 12:00:00 AM"
"188","435234965","adventure-works\douglas0","/3/1/20/2/","4","Production Technician - WC45","11/24/1985 12:00:00 AM","M","M","12/27/2008 12:00:00 AM","False","80","60","True","1ab0edeb-7558-4734-8423-5a11b44dca35","6/30/2014 12:00:00 AM"
"189","187369436","adventure-works\janeth0","/3/1/20/3/","4","Production Technician - WC45","7/24/1972 12:00:00 AM","S","F","1/15/2009 12:00:00 AM","False","81","60","True","8261b8cb-bc3f-4bce-b364-86035d870263","6/30/2014 12:00:00 AM"
"190","456839592","adventure-works\robert0","/3/1/20/4/","4","Production Technician - WC45","2/28/1985 12:00:00 AM","S","M","2/2/2009 12:00:00 AM","False","82","61","True","2203154e-5ebd-4aca-99be-d835a3309d03","6/30/2014 12:00:00 AM"
"191","399658727","adventure-works\lionel0","/3/1/20/5/","4","Production Technician - WC45","3/14/1988 12:00:00 AM","S","M","2/26/2009 12:00:00 AM","False","78","59","True","231b1798-f67b-45c1-9688-265180f93d28","6/30/2014 12:00:00 AM"
"192","634335025","adventure-works\brenda0","/3/1/21/","3","Production Supervisor - WC40","2/28/1983 12:00:00 AM","M","F","3/5/2009 12:00:00 AM","False","71","55","True","714d519b-375e-4c5a-8491-c758d00cf95f","6/30/2014 12:00:00 AM"
"193","761597760","adventure-works\alejandro0","/3/1/21/1/","4","Production Technician - WC40","12/5/1988 12:00:00 AM","S","M","12/6/2008 12:00:00 AM","False","52","46","True","8c7321d2-2c64-4902-9d64-8f5c1eb7f747","6/30/2014 12:00:00 AM"
"194","295971920","adventure-works\fred0","/3/1/21/2/","4","Production Technician - WC40","6/25/1989 12:00:00 AM","S","M","12/12/2008 12:00:00 AM","False","47","43","True","45358ae8-0b0e-4c11-90bb-dac3ec0d5c82","6/30/2014 12:00:00 AM"
"195","918737118","adventure-works\kevin1","/3/1/21/3/","4","Production Technician - WC40","12/25/1985 12:00:00 AM","S","M","12/17/2008 12:00:00 AM","False","58","49","True","dc7e95ff-275e-41c2-8ed3-686864f0540a","6/30/2014 12:00:00 AM"
"196","370487086","adventure-works\shammi0","/3/1/21/4/","4","Production Technician - WC40","10/4/1980 12:00:00 AM","M","M","12/24/2008 12:00:00 AM","False","53","46","True","9bef0c94-7969-4905-9a42-ce469c754800","6/30/2014 12:00:00 AM"
"197","632092621","adventure-works\rajesh0","/3/1/21/5/","4","Production Technician - WC40","10/4/1977 12:00:00 AM","M","M","12/31/2008 12:00:00 AM","False","48","44","True","aca7b40c-7ac0-4daa-b4c7-1051d850d7d9","6/30/2014 12:00:00 AM"
"198","19312190","adventure-works\lorraine0","/3/1/21/6/","4","Production Technician - WC40","11/26/1988 12:00:00 AM","M","F","1/4/2009 12:00:00 AM","False","49","44","True","a63966b6-9ad6-40bc-afd4-a83745879f4d","6/30/2014 12:00:00 AM"
"199","992874797","adventure-works\paula1","/3/1/21/7/","4","Production Technician - WC40","2/10/1987 12:00:00 AM","M","F","1/12/2009 12:00:00 AM","False","54","47","True","5dd2be46-204f-4af3-91f5-5ef082f6d6a6","6/30/2014 12:00:00 AM"
"200","749211824","adventure-works\frank0","/3/1/21/8/","4","Production Technician - WC40","9/6/1987 12:00:00 AM","M","M","1/17/2009 12:00:00 AM","False","56","48","True","dd9ad278-ed17-40cf-8619-baf1bb9d1cf2","6/30/2014 12:00:00 AM"
"201","746201340","adventure-works\brian0","/3/1/21/9/","4","Production Technician - WC40","2/10/1977 12:00:00 AM","S","M","1/29/2009 12:00:00 AM","False","55","47","True","18d594a8-b4ed-43c0-9c43-6033feaadf4e","6/30/2014 12:00:00 AM"
"202","436757988","adventure-works\tawana0","/3/1/21/10/","4","Production Technician - WC40","11/10/1989 12:00:00 AM","S","M","2/5/2009 12:00:00 AM","False","50","45","True","bb4a3e50-232e-4212-9faf-e67429febc7d","6/30/2014 12:00:00 AM"
"203","693168613","adventure-works\ken1","/3/1/21/11/","4","Production Technician - WC40","5/28/1981 12:00:00 AM","M","M","2/24/2009 12:00:00 AM","False","51","45","True","699c00d8-c4ab-4cd2-a48f-37cbcb5bfcca","6/30/2014 12:00:00 AM"
"204","440379437","adventure-works\gabe0","/3/1/21/12/","4","Production Technician - WC40","5/10/1988 12:00:00 AM","M","M","3/8/2009 12:00:00 AM","False","57","48","True","790c9a7c-264c-4d48-a9d3-e2571a8011d8","6/30/2014 12:00:00 AM"
"205","332349500","adventure-works\lori0","/3/1/22/","3","Production Supervisor - WC45","7/18/1980 12:00:00 AM","S","F","2/26/2009 12:00:00 AM","False","76","58","True","23d436fc-08f7-4988-8b4d-490aa4e8b7e7","6/30/2014 12:00:00 AM"
"206","835460180","adventure-works\stuart0","/3/1/22/1/","4","Production Technician - WC45","9/13/1962 12:00:00 AM","S","M","12/2/2008 12:00:00 AM","False","84","62","True","4f361b4f-7920-4037-9a0a-46d616f9b9c7","6/30/2014 12:00:00 AM"
"207","687685941","adventure-works\greg0","/3/1/22/2/","4","Production Technician - WC45","10/18/1970 12:00:00 AM","S","M","12/2/2008 12:00:00 AM","False","85","62","True","a36b5d6b-72a5-47f8-9f6b-5d922130e760","6/30/2014 12:00:00 AM"
"208","199546871","adventure-works\scott0","/3/1/22/3/","4","Production Technician - WC45","2/10/1987 12:00:00 AM","M","M","1/8/2009 12:00:00 AM","False","86","63","True","e35da50a-bb51-4e08-8b8d-87ef4650247a","6/30/2014 12:00:00 AM"
"209","167554340","adventure-works\kathie0","/3/1/22/4/","4","Production Technician - WC45","11/1/1990 12:00:00 AM","M","F","1/27/2009 12:00:00 AM","False","87","63","True","25fc84d7-e013-44b8-82cd-63cd4723af81","6/30/2014 12:00:00 AM"
"210","20244403","adventure-works\belinda0","/3/1/22/5/","4","Production Technician - WC45","9/17/1969 12:00:00 AM","S","F","2/20/2009 12:00:00 AM","False","83","61","True","f714b5ec-ca7c-4e6e-a812-2c5a119f4c30","6/30/2014 12:00:00 AM"
"211","398223854","adventure-works\hazem0","/3/2/","2","Quality Assurance Manager","10/26/1977 12:00:00 AM","S","M","2/28/2009 12:00:00 AM","True","80","60","True","05c84608-f445-4f9d-bb5c-0828c309c29d","12/26/2014 9:17:08 AM"
"212","885055826","adventure-works\peng0","/3/2/1/","3","Quality Assurance Supervisor","3/18/1976 12:00:00 AM","M","M","12/9/2008 12:00:00 AM","True","81","60","True","e249d613-36c9-4544-9b6f-6ce50e5e0da5","6/30/2014 12:00:00 AM"
"213","343861179","adventure-works\sootha0","/3/2/1/1/","4","Quality Assurance Technician","12/5/1966 12:00:00 AM","M","M","2/23/2010 12:00:00 AM","False","85","62","True","a3dadf19-27f0-460a-9888-ce6caa9e3583","6/30/2014 12:00:00 AM"
"214","131471224","adventure-works\andreas0","/3/2/1/2/","4","Quality Assurance Technician","3/28/1989 12:00:00 AM","M","M","2/2/2009 12:00:00 AM","False","84","62","True","f4ddd64f-dffe-4df3-aa17-d6bea1924818","6/30/2014 12:00:00 AM"
"215","381772114","adventure-works\mark0","/3/2/1/3/","4","Quality Assurance Technician","4/30/1986 12:00:00 AM","S","M","1/15/2009 12:00:00 AM","False","83","61","True","6b63ef27-2c55-4f4c-be29-fce8b694dc4a","6/30/2014 12:00:00 AM"
"216","403414852","adventure-works\sean0","/3/2/1/4/","4","Quality Assurance Technician","3/6/1976 12:00:00 AM","S","M","12/28/2008 12:00:00 AM","False","82","61","True","34e128cf-d904-4327-8014-9df0d5de7d08","6/30/2014 12:00:00 AM"
"217","345106466","adventure-works\zainal0","/3/2/2/","3","Document Control Manager","1/30/1976 12:00:00 AM","M","M","1/4/2009 12:00:00 AM","False","77","58","True","dc60eeed-9f9f-4435-8666-4de4fafde9c3","6/30/2014 12:00:00 AM"
