"CreditCardID","CardType","CardNumber","ExpMonth","ExpYear","ModifiedDate"
"4948","ColonialVoice","77771209279322","6","2005","12/7/2012 12:00:00 AM"
"4949","SuperiorCard","33338018126883","5","2005","1/29/2014 12:00:00 AM"
"4950","ColonialVoice","77778862699851","5","2005","11/12/2012 12:00:00 AM"
"4951","Distinguish","55555218549359","7","2008","9/5/2012 12:00:00 AM"
"4952","Vista","11117695281231","7","2008","12/29/2012 12:00:00 AM"
"4953","Vista","11116613712151","6","2005","8/31/2011 12:00:00 AM"
"4954","ColonialVoice","77778161829294","3","2005","10/25/2013 12:00:00 AM"
"4955","ColonialVoice","77771535029248","7","2007","12/31/2013 12:00:00 AM"
"4956","SuperiorCard","33337411860033","5","2005","12/25/2012 12:00:00 AM"
"4957","Vista","11116956456302","8","2007","2/12/2012 12:00:00 AM"
"4958","SuperiorCard","33331733435607","8","2005","8/26/2012 12:00:00 AM"
"4959","SuperiorCard","33337749218844","8","2006","7/1/2013 12:00:00 AM"
"4960","SuperiorCard","33332120283396","5","2006","5/27/2014 12:00:00 AM"
"4961","Distinguish","55559112718558","4","2008","2/7/2014 12:00:00 AM"
"4962","Distinguish","55555652400860","2","2007","4/13/2013 12:00:00 AM"
"4963","Vista","11116222745214","12","2008","4/24/2014 12:00:00 AM"
"4964","Distinguish","55553583427290","1","2006","7/12/2011 12:00:00 AM"
"4965","Vista","11117061845889","2","2008","8/5/2013 12:00:00 AM"
"4966","Vista","11112242304445","10","2007","8/30/2012 12:00:00 AM"
"4967","Vista","11117811290280","11","2006","5/14/2014 12:00:00 AM"
"4968","Distinguish","55555107450521","6","2005","8/16/2012 12:00:00 AM"
"4969","Distinguish","55556945591809","11","2008","1/11/2014 12:00:00 AM"
"4970","SuperiorCard","33339057591636","7","2008","7/12/2013 12:00:00 AM"
"4971","ColonialVoice","77773656536920","9","2008","2/19/2014 12:00:00 AM"
"4972","SuperiorCard","33339953737520","5","2007","9/8/2013 12:00:00 AM"
"4973","ColonialVoice","77777675603697","12","2005","11/21/2013 12:00:00 AM"
"4974","SuperiorCard","33339295463363","9","2005","3/19/2014 12:00:00 AM"
"4975","Vista","11117549208245","3","2008","9/8/2013 12:00:00 AM"
"4976","ColonialVoice","77776762998768","7","2008","8/22/2013 12:00:00 AM"
"4977","Vista","11117633681654","8","2007","9/9/2011 12:00:00 AM"
"4978","Vista","11116806612856","4","2005","8/8/2013 12:00:00 AM"
"4979","ColonialVoice","77778563496089","4","2006","5/24/2014 12:00:00 AM"
"4980","Vista","11115846739109","12","2005","5/17/2014 12:00:00 AM"
"4981","SuperiorCard","33332497913393","1","2007","10/9/2012 12:00:00 AM"
"4982","ColonialVoice","77773648912177","5","2005","8/24/2013 12:00:00 AM"
"4983","ColonialVoice","77775003200286","5","2007","5/30/2012 12:00:00 AM"
"4984","ColonialVoice","77779253845457","2","2005","11/1/2013 12:00:00 AM"
"4985","ColonialVoice","77775660705697","10","2008","4/30/2012 12:00:00 AM"
"4986","ColonialVoice","77775378828064","3","2007","1/22/2014 12:00:00 AM"
"4987","Vista","11116560946956","9","2006","2/25/2014 12:00:00 AM"
"4988","Vista","11112673877946","8","2006","11/13/2013 12:00:00 AM"
"4989","ColonialVoice","77772311638973","12","2008","3/14/2012 12:00:00 AM"
"4990","ColonialVoice","77772426318131","3","2005","8/10/2011 12:00:00 AM"
"4991","ColonialVoice","77773680059553","6","2006","3/2/2014 12:00:00 AM"
"4992","ColonialVoice","77771661960485","11","2008","1/14/2013 12:00:00 AM"
"4993","Vista","11113925222786","7","2005","12/30/2012 12:00:00 AM"
"4994","Distinguish","55559510579312","3","2005","2/3/2012 12:00:00 AM"
"4995","SuperiorCard","33338230635720","5","2007","9/8/2013 12:00:00 AM"
"4996","Vista","11118258100004","4","2007","5/27/2014 12:00:00 AM"
"4997","Vista","11114506297346","2","2007","12/25/2013 12:00:00 AM"
"4998","SuperiorCard","33338984050567","2","2008","8/1/2013 12:00:00 AM"
"4999","Vista","11115327459923","3","2005","2/18/2013 12:00:00 AM"
"5000","Vista","11119409641805","3","2008","2/16/2014 12:00:00 AM"
"5001","Vista","11119262595657","6","2008","4/26/2014 12:00:00 AM"
"5002","SuperiorCard","33339854563426","6","2005","3/3/2014 12:00:00 AM"
"5003","Distinguish","55559456251032","4","2008","10/21/2011 12:00:00 AM"
"5004","Distinguish","55556128680640","8","2007","9/29/2011 12:00:00 AM"
"5005","Distinguish","55551126646900","7","2008","10/10/2011 12:00:00 AM"
"5006","Vista","11114472582806","5","2005","8/19/2013 12:00:00 AM"
"5007","ColonialVoice","77776882221988","4","2006","6/28/2012 12:00:00 AM"
"5008","Vista","11115018710016","3","2007","3/17/2014 12:00:00 AM"
"5009","Distinguish","55554849174913","7","2006","3/5/2014 12:00:00 AM"
"5010","ColonialVoice","77771021819463","1","2006","6/4/2014 12:00:00 AM"
"5011","Distinguish","55551249151371","2","2006","10/14/2011 12:00:00 AM"
"5012","Vista","11118959434360","10","2007","7/30/2012 12:00:00 AM"
"5013","SuperiorCard","33339691797097","1","2008","5/2/2014 12:00:00 AM"
"5014","SuperiorCard","33339079399347","11","2008","10/20/2013 12:00:00 AM"
"5015","ColonialVoice","77779609969888","12","2008","6/4/2014 12:00:00 AM"
"5016","ColonialVoice","77773813007005","8","2008","11/12/2013 12:00:00 AM"
"5017","Vista","11112266200349","6","2005","11/24/2013 12:00:00 AM"
"5018","ColonialVoice","77779473376220","10","2005","7/16/2013 12:00:00 AM"
"5019","Distinguish","55557373902444","5","2008","6/30/2013 12:00:00 AM"
"5020","Vista","11118261272149","9","2005","9/7/2011 12:00:00 AM"
"5021","Vista","11112947884617","1","2007","11/3/2012 12:00:00 AM"
"5022","ColonialVoice","77772523089310","5","2005","12/3/2013 12:00:00 AM"
"5023","ColonialVoice","77779705597752","1","2005","11/17/2013 12:00:00 AM"
"5024","Vista","11115532912362","2","2006","9/26/2013 12:00:00 AM"
"5025","ColonialVoice","77774137533973","3","2006","7/1/2011 12:00:00 AM"
"5026","Distinguish","55554767730636","1","2008","3/20/2013 12:00:00 AM"
"5027","ColonialVoice","77773770489618","2","2005","4/22/2014 12:00:00 AM"
"5028","ColonialVoice","77779836078409","6","2006","11/5/2013 12:00:00 AM"
"5029","SuperiorCard","33331123399616","11","2008","2/1/2014 12:00:00 AM"
"5030","SuperiorCard","33334689410540","2","2007","1/2/2014 12:00:00 AM"
"5031","Vista","11116720688563","12","2008","6/8/2012 12:00:00 AM"
"5032","ColonialVoice","77777201701100","7","2007","11/26/2013 12:00:00 AM"
"5033","Distinguish","55556273103778","6","2005","9/30/2012 12:00:00 AM"
"5034","ColonialVoice","77776176912720","7","2008","5/24/2011 12:00:00 AM"
"5035","ColonialVoice","77771853593074","1","2008","10/18/2013 12:00:00 AM"
"5036","SuperiorCard","33338441537220","3","2007","4/12/2013 12:00:00 AM"
"5037","ColonialVoice","77772834057046","1","2008","4/19/2014 12:00:00 AM"
"5038","SuperiorCard","33334941067644","11","2007","10/21/2013 12:00:00 AM"
"5039","Vista","11114343568465","4","2008","9/27/2013 12:00:00 AM"
"5040","Vista","11114598695770","10","2007","7/11/2013 12:00:00 AM"
"5041","SuperiorCard","33335953025807","6","2006","1/22/2014 12:00:00 AM"
"5042","ColonialVoice","77771466667761","3","2007","1/24/2013 12:00:00 AM"
"5043","ColonialVoice","77779001601849","7","2008","10/20/2013 12:00:00 AM"
"5044","SuperiorCard","33337285634435","10","2005","8/4/2012 12:00:00 AM"
"5045","SuperiorCard","33337686988995","10","2008","6/16/2014 12:00:00 AM"
"5046","ColonialVoice","77778562849676","11","2008","5/9/2013 12:00:00 AM"
"5047","Vista","11112321894660","9","2008","7/2/2012 12:00:00 AM"
"5048","SuperiorCard","33335828510546","1","2007","4/16/2014 12:00:00 AM"
"5049","Distinguish","55556243183908","3","2008","11/20/2013 12:00:00 AM"
"5050","Vista","11116385236649","9","2005","2/20/2014 12:00:00 AM"
"5051","Distinguish","55557233992881","7","2007","7/14/2013 12:00:00 AM"
"5052","ColonialVoice","77779155574457","7","2006","11/9/2013 12:00:00 AM"
"5053","Vista","11114383063417","12","2008","9/27/2013 12:00:00 AM"
"5054","ColonialVoice","77777277464450","8","2007","6/26/2011 12:00:00 AM"
"5055","ColonialVoice","77771474542671","4","2005","2/9/2012 12:00:00 AM"
"5056","Vista","11116055630275","3","2008","5/16/2014 12:00:00 AM"
"5057","SuperiorCard","33332533787194","5","2006","11/21/2012 12:00:00 AM"
"5058","Vista","11112662751011","6","2008","12/15/2013 12:00:00 AM"
"5059","Distinguish","55551524326712","5","2008","1/24/2014 12:00:00 AM"
"5060","Vista","11112888973559","8","2006","12/16/2013 12:00:00 AM"
"5061","Distinguish","55557540448881","6","2008","7/10/2013 12:00:00 AM"
"5062","ColonialVoice","77776355303801","8","2008","4/5/2014 12:00:00 AM"
"5063","Vista","11114190297911","10","2008","4/22/2013 12:00:00 AM"
"5064","SuperiorCard","33335567164218","7","2007","5/2/2013 12:00:00 AM"
"5065","Distinguish","55558155526354","9","2007","6/30/2013 12:00:00 AM"
"5066","Distinguish","55558188936994","4","2006","1/6/2013 12:00:00 AM"
"5067","Distinguish","55557902888675","5","2007","8/3/2013 12:00:00 AM"
"5068","SuperiorCard","33334593201120","7","2007","10/10/2013 12:00:00 AM"
"5069","ColonialVoice","77776873481549","5","2007","12/10/2012 12:00:00 AM"
"5070","Vista","11117643560561","7","2007","7/3/2013 12:00:00 AM"
"5071","ColonialVoice","77777426577654","4","2008","4/2/2013 12:00:00 AM"
"5072","Distinguish","55557423665455","8","2008","3/3/2014 12:00:00 AM"
"5073","SuperiorCard","33336199887754","5","2005","5/14/2014 12:00:00 AM"
"5074","Vista","11115025742633","5","2006","8/11/2012 12:00:00 AM"
"5075","SuperiorCard","33335439908554","9","2007","12/23/2011 12:00:00 AM"
"5076","SuperiorCard","33338266932076","2","2005","10/29/2013 12:00:00 AM"
"5077","Vista","11115048548209","10","2008","1/2/2014 12:00:00 AM"
"5078","SuperiorCard","33335216212489","10","2005","9/19/2013 12:00:00 AM"
"5079","SuperiorCard","33339120139402","6","2008","12/18/2013 12:00:00 AM"
"5080","SuperiorCard","33333232819395","9","2008","3/17/2013 12:00:00 AM"
"5081","Vista","11117389858720","12","2005","3/5/2014 12:00:00 AM"
"5082","Vista","11115584218603","2","2005","5/19/2014 12:00:00 AM"
"5083","Vista","11118932373818","5","2007","7/2/2013 12:00:00 AM"
"5084","ColonialVoice","77778781745733","11","2007","12/23/2013 12:00:00 AM"
"5085","ColonialVoice","77771122800794","8","2005","8/24/2012 12:00:00 AM"
"5086","SuperiorCard","33335665202919","1","2006","1/13/2012 12:00:00 AM"
"5087","SuperiorCard","33334380397515","7","2005","6/30/2013 12:00:00 AM"
"5088","Distinguish","55555579903343","6","2008","11/12/2013 12:00:00 AM"
"5089","SuperiorCard","33337825647978","1","2005","7/31/2012 12:00:00 AM"
"5090","SuperiorCard","33336902042713","10","2008","11/15/2013 12:00:00 AM"
"5091","Distinguish","55552534099299","3","2007","11/17/2013 12:00:00 AM"
"5092","SuperiorCard","33331533931647","12","2005","7/18/2013 12:00:00 AM"
"5093","Vista","11119338613020","9","2006","5/31/2011 12:00:00 AM"
"5094","Vista","11119689632759","1","2005","8/17/2013 12:00:00 AM"
"5095","Vista","11112034565070","12","2006","12/13/2013 12:00:00 AM"
"5096","Distinguish","55558364634993","9","2005","7/2/2013 12:00:00 AM"
"5097","SuperiorCard","33331279042239","12","2007","2/1/2010 12:00:00 AM"
"5098","SuperiorCard","33332262654179","12","2007","6/10/2014 12:00:00 AM"
"5099","Vista","11111921586320","11","2007","5/30/2013 12:00:00 AM"
"5100","Distinguish","55551469987973","9","2007","2/27/2014 12:00:00 AM"
"5101","Distinguish","55558811794275","5","2006","11/6/2012 12:00:00 AM"
"5102","Distinguish","55557343007433","12","2005","7/31/2012 12:00:00 AM"
"5103","Vista","11119506562425","2","2008","4/28/2014 12:00:00 AM"
"5104","Vista","11114300724496","10","2006","10/1/2013 12:00:00 AM"
"5105","SuperiorCard","33331019629626","9","2006","8/23/2013 12:00:00 AM"
"5106","Vista","11119661600583","2","2007","4/12/2014 12:00:00 AM"
"5107","ColonialVoice","77777936227812","3","2006","4/25/2014 12:00:00 AM"
"5108","Vista","11115084690604","5","2008","10/1/2012 12:00:00 AM"
"5109","SuperiorCard","33333274891754","3","2006","12/26/2013 12:00:00 AM"
"5110","Vista","11111502732051","12","2005","8/1/2011 12:00:00 AM"
"5111","Distinguish","55558305918106","3","2008","5/8/2013 12:00:00 AM"
"5112","SuperiorCard","33332831650174","4","2008","5/12/2012 12:00:00 AM"
"5113","Vista","11114302459606","11","2005","4/19/2014 12:00:00 AM"
"5114","Vista","11114554571791","2","2008","2/22/2014 12:00:00 AM"
"5115","Vista","11111402224391","5","2007","1/19/2007 12:00:00 AM"
"5116","SuperiorCard","33339029047562","10","2005","5/12/2013 12:00:00 AM"
"5117","Vista","11114987031324","9","2007","9/4/2011 12:00:00 AM"
"5118","Distinguish","55554867113002","10","2005","4/2/2014 12:00:00 AM"
"5119","ColonialVoice","77777078682991","3","2005","3/12/2014 12:00:00 AM"
"5120","ColonialVoice","77777341022775","7","2006","12/12/2013 12:00:00 AM"
"5121","ColonialVoice","77771286292604","12","2007","10/22/2013 12:00:00 AM"
"5122","ColonialVoice","77775535192612","1","2007","7/18/2013 12:00:00 AM"
"5123","Distinguish","55552212656955","11","2005","7/4/2013 12:00:00 AM"
"5124","ColonialVoice","77779996639133","6","2007","10/8/2013 12:00:00 AM"
"5125","Distinguish","55558348268092","8","2006","7/5/2013 12:00:00 AM"
"5126","Vista","11117231366878","7","2006","3/19/2014 12:00:00 AM"
"5127","ColonialVoice","77777624884427","7","2006","6/13/2014 12:00:00 AM"
"5128","SuperiorCard","33336940429660","8","2007","3/14/2014 12:00:00 AM"
"5129","Distinguish","55552955772314","4","2005","1/26/2014 12:00:00 AM"
"5130","Vista","11116882057628","6","2007","11/15/2011 12:00:00 AM"
"5131","Vista","11113102507931","1","2007","8/9/2013 12:00:00 AM"
"5132","ColonialVoice","77779934469573","11","2007","1/30/2014 12:00:00 AM"
"5133","ColonialVoice","77776364620785","6","2008","6/28/2014 12:00:00 AM"
"5134","Vista","11117258394306","8","2005","4/4/2014 12:00:00 AM"
"5135","ColonialVoice","77776224108209","5","2007","6/30/2013 12:00:00 AM"
"5136","Vista","11118974591165","6","2006","4/24/2014 12:00:00 AM"
"5137","SuperiorCard","33332746834215","1","2008","9/5/2013 12:00:00 AM"
"5138","Vista","11111065170542","11","2008","6/12/2011 12:00:00 AM"
"5139","Vista","11118660695891","10","2007","2/1/2014 12:00:00 AM"
"5140","Vista","11113032674406","12","2006","10/20/2013 12:00:00 AM"
"5141","SuperiorCard","33335179149472","7","2006","11/15/2011 12:00:00 AM"
"5142","Vista","11114568372889","11","2007","6/26/2012 12:00:00 AM"
"5143","ColonialVoice","77779094794421","3","2007","11/18/2013 12:00:00 AM"
"5144","Distinguish","55556475312150","7","2006","1/8/2013 12:00:00 AM"
"5145","Distinguish","55559445182957","12","2006","6/28/2012 12:00:00 AM"
"5146","ColonialVoice","77771696235593","7","2005","2/23/2014 12:00:00 AM"
"5147","SuperiorCard","33339241595128","4","2005","9/30/2013 12:00:00 AM"
"5148","Distinguish","55553556612491","3","2006","8/7/2013 12:00:00 AM"
"5149","Distinguish","55555370592984","10","2005","6/27/2014 12:00:00 AM"
"5150","SuperiorCard","33337418833195","1","2008","3/11/2014 12:00:00 AM"
"5151","ColonialVoice","77774495282463","9","2007","5/17/2014 12:00:00 AM"
"5152","SuperiorCard","33339907387015","5","2005","9/21/2013 12:00:00 AM"
"5153","Distinguish","55555539826515","11","2006","10/29/2013 12:00:00 AM"
"5154","Distinguish","55559376513501","7","2006","9/13/2013 12:00:00 AM"
"5155","Vista","11118550260449","3","2005","1/17/2014 12:00:00 AM"
"5156","ColonialVoice","77771599867545","6","2005","1/12/2014 12:00:00 AM"
"5157","Vista","11119945282704","10","2007","11/14/2011 12:00:00 AM"
"5158","SuperiorCard","33331109675362","10","2006","7/19/2013 12:00:00 AM"
"5159","SuperiorCard","33338133828097","3","2006","7/16/2013 12:00:00 AM"
"5160","SuperiorCard","33335594640908","7","2006","5/16/2014 12:00:00 AM"
"5161","Vista","11114841329671","1","2008","1/11/2014 12:00:00 AM"
"5162","Vista","11118774722308","8","2005","1/13/2014 12:00:00 AM"
"5163","Distinguish","55551483585646","8","2007","6/1/2014 12:00:00 AM"
"5164","Vista","11118967710102","12","2007","8/1/2011 12:00:00 AM"
"5165","SuperiorCard","33336580095936","1","2007","1/11/2012 12:00:00 AM"
"5166","ColonialVoice","77778380913273","6","2005","11/21/2013 12:00:00 AM"
"5167","SuperiorCard","33336926461088","4","2007","5/25/2014 12:00:00 AM"
"5168","Vista","11111126632837","2","2005","12/28/2008 12:00:00 AM"
"5169","Vista","11116264641586","1","2008","12/1/2013 12:00:00 AM"
"5170","Vista","11117073363426","7","2007","6/9/2014 12:00:00 AM"
"5171","SuperiorCard","33332739878413","6","2005","11/1/2013 12:00:00 AM"
"5172","Distinguish","55554458833542","1","2008","11/10/2011 12:00:00 AM"
"5173","ColonialVoice","77774249153779","7","2008","3/15/2014 12:00:00 AM"
"5174","Distinguish","55559255986745","11","2005","11/28/2008 12:00:00 AM"
"5175","Vista","11119932934023","10","2008","11/15/2013 12:00:00 AM"
"5176","SuperiorCard","33332820208726","12","2008","10/18/2013 12:00:00 AM"
"5177","ColonialVoice","77777440900865","8","2006","4/2/2013 12:00:00 AM"
"5178","Vista","11117853025458","9","2006","2/6/2014 12:00:00 AM"
"5179","Vista","11118523085684","2","2007","3/29/2014 12:00:00 AM"
"5180","Distinguish","55556932258087","9","2007","4/25/2014 12:00:00 AM"
"5181","ColonialVoice","77775370878127","2","2006","3/14/2014 12:00:00 AM"
"5182","Distinguish","55553295510910","2","2008","2/22/2009 12:00:00 AM"
"5183","Vista","11112119332358","12","2008","9/9/2013 12:00:00 AM"
"5184","Distinguish","55557181618465","4","2008","5/2/2014 12:00:00 AM"
"5185","Vista","11112212020936","5","2008","12/19/2013 12:00:00 AM"
"5186","SuperiorCard","33332499266800","5","2008","3/27/2014 12:00:00 AM"
"5187","Vista","11114818729023","2","2005","9/24/2013 12:00:00 AM"
"5188","SuperiorCard","33334978570636","1","2005","10/24/2013 12:00:00 AM"
"5189","SuperiorCard","33332187539435","10","2008","10/1/2013 12:00:00 AM"
"5190","SuperiorCard","33335915920611","10","2006","11/16/2013 12:00:00 AM"
"5191","Vista","11112099391288","5","2005","4/14/2014 12:00:00 AM"
"5192","ColonialVoice","77774191006648","4","2008","9/6/2013 12:00:00 AM"
"5193","Distinguish","55553411936298","9","2007","7/2/2013 12:00:00 AM"
"5194","SuperiorCard","33332180732743","6","2008","7/10/2013 12:00:00 AM"
"5195","ColonialVoice","77777255006625","7","2006","1/12/2012 12:00:00 AM"
"5196","SuperiorCard","33334064344976","2","2007","2/11/2014 12:00:00 AM"
"5197","ColonialVoice","77777558424688","11","2006","11/13/2011 12:00:00 AM"
"5198","Distinguish","55558229538868","10","2008","1/19/2014 12:00:00 AM"
"5199","Distinguish","55558850679233","10","2005","5/19/2014 12:00:00 AM"
"5200","Vista","11117011570665","3","2006","4/25/2013 12:00:00 AM"
"5201","Vista","11112462416251","10","2005","12/21/2011 12:00:00 AM"
"5202","Vista","11113365514221","8","2008","7/26/2013 12:00:00 AM"
"5203","Distinguish","55551073610937","12","2007","6/24/2012 12:00:00 AM"
"5204","ColonialVoice","77776699141022","12","2007","12/6/2013 12:00:00 AM"
"5205","Distinguish","55554426517709","9","2007","7/30/2013 12:00:00 AM"
"5206","SuperiorCard","33335257727162","5","2008","9/30/2013 12:00:00 AM"
"5207","ColonialVoice","77773407778944","3","2008","7/28/2013 12:00:00 AM"
"5208","ColonialVoice","77779169262934","4","2007","3/22/2014 12:00:00 AM"
"5209","SuperiorCard","33333509861619","9","2007","3/19/2014 12:00:00 AM"
"5210","Distinguish","55559872758592","7","2008","2/13/2008 12:00:00 AM"
"5211","ColonialVoice","77779927142216","9","2006","12/24/2011 12:00:00 AM"
"5212","Distinguish","55553531331008","1","2005","7/5/2013 12:00:00 AM"
"5213","ColonialVoice","77775133524183","3","2006","7/7/2011 12:00:00 AM"
"5214","Distinguish","55556181195570","3","2005","1/28/2014 12:00:00 AM"
"5215","Vista","11117835444388","3","2007","7/31/2012 12:00:00 AM"
"5216","SuperiorCard","33337904876238","11","2008","8/12/2012 12:00:00 AM"
"5217","Vista","11113588572512","3","2008","2/9/2009 12:00:00 AM"
"5218","ColonialVoice","77771915961486","11","2007","10/28/2012 12:00:00 AM"
"5219","ColonialVoice","77778353415489","8","2007","4/1/2012 12:00:00 AM"
"5220","Vista","11112624010431","5","2008","8/1/2011 12:00:00 AM"
"5221","Vista","11111134350721","4","2006","1/24/2014 12:00:00 AM"
"5222","Vista","11113898653959","11","2008","5/2/2014 12:00:00 AM"
"5223","SuperiorCard","33336356786676","3","2005","1/19/2014 12:00:00 AM"
"5224","ColonialVoice","77777430855592","5","2006","3/14/2012 12:00:00 AM"
"5225","Vista","11119182283667","12","2006","3/5/2014 12:00:00 AM"
"5226","Vista","11118224488245","4","2007","7/14/2012 12:00:00 AM"
"5227","ColonialVoice","77777111623732","1","2007","7/7/2012 12:00:00 AM"
"5228","Vista","11114750074016","2","2005","4/30/2014 12:00:00 AM"
"5229","Distinguish","55551146251301","8","2008","5/20/2014 12:00:00 AM"
"5230","Distinguish","55556827153735","2","2008","10/5/2011 12:00:00 AM"
"5231","SuperiorCard","33339366419999","6","2006","2/1/2009 12:00:00 AM"
"5232","ColonialVoice","77776462463884","10","2007","6/1/2013 12:00:00 AM"
"5233","SuperiorCard","33335193725835","12","2007","2/17/2014 12:00:00 AM"
"5234","Distinguish","55556631625605","9","2007","9/17/2013 12:00:00 AM"
"5235","ColonialVoice","77777919736929","7","2008","3/27/2013 12:00:00 AM"
"5236","SuperiorCard","33331139208728","4","2008","5/2/2014 12:00:00 AM"
"5237","Vista","11115620286999","11","2008","1/16/2013 12:00:00 AM"
"5238","Vista","11118594919090","1","2005","2/1/2014 12:00:00 AM"
"5239","Vista","11118190087279","7","2008","3/8/2013 12:00:00 AM"
"5240","Vista","11116965856984","5","2006","4/17/2014 12:00:00 AM"
"5241","Vista","11118765783795","8","2005","3/16/2014 12:00:00 AM"
"5242","SuperiorCard","33335291396481","8","2008","11/4/2013 12:00:00 AM"
"5243","Vista","11118204228971","1","2007","12/22/2011 12:00:00 AM"
"5244","ColonialVoice","77777056050069","4","2008","7/28/2013 12:00:00 AM"
"5245","SuperiorCard","33339982842735","9","2007","5/14/2014 12:00:00 AM"
"5246","SuperiorCard","33336881906270","10","2008","1/16/2014 12:00:00 AM"
"5247","Vista","11116999512235","1","2005","4/2/2014 12:00:00 AM"
"5248","Vista","11114779254807","1","2008","12/17/2012 12:00:00 AM"
"5249","Distinguish","55555751115594","5","2005","10/24/2013 12:00:00 AM"
"5250","Distinguish","55553389232190","8","2008","3/31/2014 12:00:00 AM"
"5251","Vista","11116406960838","3","2008","1/9/2009 12:00:00 AM"
"5252","ColonialVoice","77771563510536","5","2007","2/16/2014 12:00:00 AM"
"5253","Vista","11114963325816","11","2007","4/29/2014 12:00:00 AM"
"5254","SuperiorCard","33337556643333","2","2008","5/3/2014 12:00:00 AM"
"5255","Vista","11118801503994","6","2007","4/3/2013 12:00:00 AM"
"5256","Vista","11114685414207","6","2006","11/4/2013 12:00:00 AM"
"5257","ColonialVoice","77779849513991","5","2007","6/3/2014 12:00:00 AM"
"5258","SuperiorCard","33337285977912","11","2007","3/29/2013 12:00:00 AM"
"5259","Vista","11113585653612","10","2005","9/16/2011 12:00:00 AM"
"5260","Distinguish","55557099905384","2","2005","7/28/2013 12:00:00 AM"
"5261","ColonialVoice","77773121086402","1","2005","11/5/2012 12:00:00 AM"
"5262","Distinguish","55553598507796","8","2007","7/31/2013 12:00:00 AM"
"5263","SuperiorCard","33332502416328","2","2008","4/18/2014 12:00:00 AM"
"5264","Vista","11116677596732","10","2007","9/28/2013 12:00:00 AM"
"5265","ColonialVoice","77771036476753","5","2007","1/27/2009 12:00:00 AM"
"5266","SuperiorCard","33337648249975","11","2005","7/31/2013 12:00:00 AM"
"5267","ColonialVoice","77771409444302","1","2005","7/17/2012 12:00:00 AM"
"5268","Distinguish","55556118024274","5","2008","3/14/2014 12:00:00 AM"
"5269","ColonialVoice","77778217023481","7","2008","6/20/2011 12:00:00 AM"
"5270","Distinguish","55558338633998","6","2007","5/12/2013 12:00:00 AM"
"5271","Distinguish","55553356992922","2","2006","10/4/2013 12:00:00 AM"
"5272","Vista","11118576933779","5","2008","11/7/2011 12:00:00 AM"
"5273","ColonialVoice","77773386753810","5","2008","7/19/2013 12:00:00 AM"
"5274","SuperiorCard","33336329311602","10","2006","5/20/2014 12:00:00 AM"
"5275","Vista","11117055904633","3","2008","1/29/2010 12:00:00 AM"
"5276","Distinguish","55555857100418","5","2007","6/25/2012 12:00:00 AM"
"5277","ColonialVoice","77775032878506","12","2007","1/3/2014 12:00:00 AM"
"5278","Vista","11115405689881","7","2007","10/15/2013 12:00:00 AM"
"5279","ColonialVoice","77779826228756","1","2008","6/30/2012 12:00:00 AM"
"5280","Vista","11113894379701","7","2006","11/30/2011 12:00:00 AM"
"5281","Distinguish","55556523545361","9","2006","8/25/2013 12:00:00 AM"
"5282","Distinguish","55555945103442","7","2007","11/20/2013 12:00:00 AM"
"5283","ColonialVoice","77773397595718","12","2005","5/4/2014 12:00:00 AM"
"5284","SuperiorCard","33336224339722","2","2007","7/11/2011 12:00:00 AM"
"5285","SuperiorCard","33338729370716","4","2007","9/15/2013 12:00:00 AM"
"5286","Vista","11112090599877","3","2005","9/6/2012 12:00:00 AM"
"5287","SuperiorCard","33335799359227","1","2006","3/29/2014 12:00:00 AM"
"5288","Distinguish","55559774213336","6","2007","5/26/2013 12:00:00 AM"
"5289","SuperiorCard","33336446818065","7","2005","10/11/2013 12:00:00 AM"
"5290","Vista","11118034953242","8","2005","1/2/2014 12:00:00 AM"
"5291","ColonialVoice","77773402299140","5","2006","8/25/2012 12:00:00 AM"
"5292","Vista","11115680837967","2","2008","11/26/2013 12:00:00 AM"
"5293","Distinguish","55556346239601","8","2005","1/18/2014 12:00:00 AM"
"5294","ColonialVoice","77777006317847","10","2005","11/6/2013 12:00:00 AM"
"5295","SuperiorCard","33333018932932","6","2006","7/29/2011 12:00:00 AM"
"5296","Distinguish","55557681559244","6","2005","7/27/2013 12:00:00 AM"
"5297","Vista","11111663497834","8","2006","5/7/2013 12:00:00 AM"
"5298","SuperiorCard","33337363883639","3","2008","11/22/2013 12:00:00 AM"
"5299","ColonialVoice","77776153525109","5","2007","9/26/2013 12:00:00 AM"
"5300","ColonialVoice","77775510663107","3","2005","1/24/2014 12:00:00 AM"
"5301","SuperiorCard","33333612306458","8","2005","5/31/2011 12:00:00 AM"
"5302","Distinguish","55557000499013","2","2005","7/25/2012 12:00:00 AM"
"5303","ColonialVoice","77772590665021","7","2006","10/10/2011 12:00:00 AM"
"5304","Vista","11115461863661","1","2007","2/5/2014 12:00:00 AM"
"5305","Vista","11115930985518","3","2008","1/5/2009 12:00:00 AM"
"5306","SuperiorCard","33339577496159","1","2005","12/30/2013 12:00:00 AM"
"5307","Vista","11119262274965","4","2008","6/8/2013 12:00:00 AM"
"5308","SuperiorCard","33338184511824","8","2006","9/10/2012 12:00:00 AM"
"5309","Vista","11112124384042","9","2006","7/4/2013 12:00:00 AM"
"5310","Distinguish","55557866957043","11","2007","4/7/2014 12:00:00 AM"
"5311","Vista","11117533147079","1","2006","11/16/2012 12:00:00 AM"
